NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
5,1/12/2020-6/01/2021,Dec 16 2020,11530fd76903ea4c6b63d5b0697b42af6393476b,    Make RequestBuilder consistently support lock and autoClone,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/11530fd76903ea4c6b63d5b0697b42af6393476b
5,1/12/2020-6/01/2021,Dec 4 2020,332807aed4641967ef47cf3a1a61e57b0689aa17,    Add missing mutable instance variables to RequestBuilder#clone,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/332807aed4641967ef47cf3a1a61e57b0689aa17
5,1/12/2020-6/01/2021,Dec 1 2020,e464e01e0511e96ce78d4049e4110b79da8f5876,    Improve VideoDecoder error messages in Glide.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e464e01e0511e96ce78d4049e4110b79da8f5876
6,16/11/2020-1/12/2020,Dec 1 2020,e464e01e0511e96ce78d4049e4110b79da8f5876,    Improve VideoDecoder error messages in Glide.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e464e01e0511e96ce78d4049e4110b79da8f5876
6,16/11/2020-1/12/2020,Dec 1 2020,e442557fc5ff640e9988c850bfe4d7be73c09b18,    Avoid assertions on model type in .error(),completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e442557fc5ff640e9988c850bfe4d7be73c09b18
6,16/11/2020-1/12/2020,Nov 24 2020,b8570b177a7ae0619fe8300da6efb89c0b56735e,    Merge pull request #4418 from sjudd:github_actions,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b8570b177a7ae0619fe8300da6efb89c0b56735e
6,16/11/2020-1/12/2020,Nov 23 2020,dbdb62c4cb1ee4c0448c64e10398435553351d1a,    Switch to Github Actions CI.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/dbdb62c4cb1ee4c0448c64e10398435553351d1a
6,16/11/2020-1/12/2020,Nov 18 2020,d1aacb5e116a94f70b7f5e4531ece93ab08a4cd4,    Add shortcut for starting an identical error request with a different model.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d1aacb5e116a94f70b7f5e4531ece93ab08a4cd4
6,16/11/2020-1/12/2020,Nov 16 2020,b451065702ff452349f3f08deb2f937fb3a83ab5,    Reset frame state after UI_HIDDEN and minor cleanup.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b451065702ff452349f3f08deb2f937fb3a83ab5
7,12/11/2020-16/11/2020,Nov 16 2020,b451065702ff452349f3f08deb2f937fb3a83ab5,    Reset frame state after UI_HIDDEN and minor cleanup.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b451065702ff452349f3f08deb2f937fb3a83ab5
7,12/11/2020-16/11/2020,Nov 16 2020,410ab7e22a15662675b3cbf163ef6a56ead19848,    Add support for multiple identical Keys in KeyTester regression tests.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/410ab7e22a15662675b3cbf163ef6a56ead19848
8,19/10/2020-12/11/2020,Nov 12 2020,cbe5877ddb24a32dccd475f25386f6ef6eed6b4c,    Add more extensive equals testing to KeyTester,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cbe5877ddb24a32dccd475f25386f6ef6eed6b4c
8,19/10/2020-12/11/2020,Nov 2 2020,e41550de5d18306bd662bc07ddbc20729a999636,    Merge pull request #4389 from sjudd:safe_search_flickr,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e41550de5d18306bd662bc07ddbc20729a999636
8,19/10/2020-12/11/2020,Oct 27 2020,f007af2d687b89a61cb5fdc6be1b10f21c97355b,    Change default search to "airplanes" in Flickr's commons project.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f007af2d687b89a61cb5fdc6be1b10f21c97355b
8,19/10/2020-12/11/2020,Oct 21 2020,e9e5a2e0948ef1a8152953fc3f4de58f979b23b2,    Don't 'claim' annotations in annotation processors,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e9e5a2e0948ef1a8152953fc3f4de58f979b23b2
8,19/10/2020-12/11/2020,Oct 19 2020,90a657b6591fb97fc47a8444ab778a348cef0fcb,    Update LG HAL hardcoded hardware bitmap blacklist.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/90a657b6591fb97fc47a8444ab778a348cef0fcb
8,19/10/2020-12/11/2020,Oct 19 2020,7d7042c4f14d0f825f49183cd840ea22525bdf14,    Avoid using frame waiting on Q+,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7d7042c4f14d0f825f49183cd840ea22525bdf14
9,16/10/2020-19/10/2020,Oct 19 2020,90a657b6591fb97fc47a8444ab778a348cef0fcb,    Update LG HAL hardcoded hardware bitmap blacklist.,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/90a657b6591fb97fc47a8444ab778a348cef0fcb
9,16/10/2020-19/10/2020,Oct 19 2020,7d7042c4f14d0f825f49183cd840ea22525bdf14,    Avoid using frame waiting on Q+,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7d7042c4f14d0f825f49183cd840ea22525bdf14
10,19/08/2020-16/10/2020,Oct 16 2020,6d7c4849007e9d45d43ec566e84424d505b0d93e,    Add Experiments class to Glide.,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6d7c4849007e9d45d43ec566e84424d505b0d93e
10,19/08/2020-16/10/2020,Sep 24 2020,9c6eae7dccd4570dd2914fc2be84631f7b3b570e,    Merge pull request #4354 from T45K:make_consistent,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9c6eae7dccd4570dd2914fc2be84631f7b3b570e
10,19/08/2020-16/10/2020,Sep 24 2020,7c661e51d5caf82a48fffa2a8d0bf55b977ef5b8,    Refactoring other methods,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7c661e51d5caf82a48fffa2a8d0bf55b977ef5b8
10,19/08/2020-16/10/2020,Sep 24 2020,d197fe7c0b908b0ab337c2cbd23b038f247f426b,    modify LocalUriFetcher,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d197fe7c0b908b0ab337c2cbd23b038f247f426b
10,19/08/2020-16/10/2020,Sep 23 2020,95b7ca95f6c1b69de7fd287a37600013dd02c52a,    Move statement,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/95b7ca95f6c1b69de7fd287a37600013dd02c52a
10,19/08/2020-16/10/2020,Sep 22 2020,50ebdbff0bebee4e31075f26d4263312ab5ef04a,    Merge pull request #4352 from dlew:dlew/deduplicate-http-uri-loaders,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/50ebdbff0bebee4e31075f26d4263312ab5ef04a
10,19/08/2020-16/10/2020,Sep 14 2020,7b40fd253cb07def22896b13e2b7fec181caa413,    Suppress violations of TruthIncompatibleType.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7b40fd253cb07def22896b13e2b7fec181caa413
11,11/09/2020-14/09/2020,Sep 14 2020,7b40fd253cb07def22896b13e2b7fec181caa413,    Suppress violations of TruthIncompatibleType.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7b40fd253cb07def22896b13e2b7fec181caa413
13,1/07/2020-9/09/2020,Aug 19 2020,8ab09c18e8a2f541fc822d114e99e5cbf340a8fb,    Deduplicate HTTP Uri ModelLoaders,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8ab09c18e8a2f541fc822d114e99e5cbf340a8fb
13,1/07/2020-9/09/2020,Sep 2 2020,e7d16d7108554d55d01796c399bcf445a7eae050,    Internal Change,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e7d16d7108554d55d01796c399bcf445a7eae050
13,1/07/2020-9/09/2020,Aug 11 2020,6aa7ad274ac6ec586997efcf0d51dd2091e8fadc,    Fix class cast exception in Registry#setResosurceDecoderBucketPriorityList,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6aa7ad274ac6ec586997efcf0d51dd2091e8fadc
13,1/07/2020-9/09/2020,Aug 3 2020,93a2d0e5370303346adba16fc5ca67d72b223a7b,    Fix parameter comments that don't match the formal parameter name,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/93a2d0e5370303346adba16fc5ca67d72b223a7b
13,1/07/2020-9/09/2020,Jul 21 2020,eb30d52215582c58a6ee1cf076587e8ec9621598,    Internal change,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/eb30d52215582c58a6ee1cf076587e8ec9621598
13,1/07/2020-9/09/2020,Jul 7 2020,67b01f62c0e98bb4f517708128be3107b22367cb,    Add thumbnail method that takes in a list,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/67b01f62c0e98bb4f517708128be3107b22367cb
14,26/05/2020-1/07/2020,Jul 1 2020,d84034def390665668026fb1e009aa0d11594dac,    Add isAlternateCacheKey to a new ExperimentalRequestListener interface.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d84034def390665668026fb1e009aa0d11594dac
14,26/05/2020-1/07/2020,Jun 24 2020,85868bdb31b393e85c8c97c1465f13d47872d7ab,    Update Glide's exif interface version to 1.2.0,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/85868bdb31b393e85c8c97c1465f13d47872d7ab
14,26/05/2020-1/07/2020,Jun 23 2020,8e25211a5132d533d35b920dd2e72a82c32b766d,    Merge pull request #4243 from dalinaum:patch-2,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8e25211a5132d533d35b920dd2e72a82c32b766d
14,26/05/2020-1/07/2020,Jun 15 2020,25c84ec611675430e41390ac738bf14bbe46735e,    Fix a small typo in Glide's DecodeFormat javadoc,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/25c84ec611675430e41390ac738bf14bbe46735e
14,26/05/2020-1/07/2020,Jun 15 2020,5aa0b4f8e9d4c5b468b39db33c7e6eb213765206,    Stop running monkeyrunner on Glide's sample apps,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5aa0b4f8e9d4c5b468b39db33c7e6eb213765206
14,26/05/2020-1/07/2020,Jun 4 2020,f2419933e01ecb755d14567267a4e00b4aad2150,    Update README.md,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f2419933e01ecb755d14567267a4e00b4aad2150
14,26/05/2020-1/07/2020,Jun 2 2020,1cfbe3c6ff6688ac6f58333a882540805729b5ce,    Merge pull request #4241 from sjudd:add_test_for_no_duplicate_fragments,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1cfbe3c6ff6688ac6f58333a882540805729b5ce
14,26/05/2020-1/07/2020,Jun 2 2020,7361ab99817f14a917bac27aeaa212a722fd13d7,    Merge pull request #4225 from carlonzo:update-proguard-readme,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7361ab99817f14a917bac27aeaa212a722fd13d7
14,26/05/2020-1/07/2020,Jun 2 2020,9dcc0a1dcbe6b568ea0ce1eab711fff9580083f8,    Merge pull request #4240 from sjudd:avoid_notifying_connectivity_monitor_on_start,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9dcc0a1dcbe6b568ea0ce1eab711fff9580083f8
14,26/05/2020-1/07/2020,Jun 1 2020,14a0e1acd07d76bc161de6d211f9cd7484918f61,    Only start RequestManagers, not lifecycles when creating with visible parents,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/14a0e1acd07d76bc161de6d211f9cd7484918f61
14,26/05/2020-1/07/2020,May 27 2020,f903a73283702fb28220fcba913111c8fe4228d0,    Add a new experimental hardware bitmap fd limit parameter to Glide.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f903a73283702fb28220fcba913111c8fe4228d0
15,22/04/2020-26/05/2020,May 12 2020,1d6781f7675c088ef9cb105f9f1acacc739cd871,    Add test for Glide.with before Activity's super.onCreate call,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1d6781f7675c088ef9cb105f9f1acacc739cd871
15,22/04/2020-26/05/2020,May 26 2020,a77ed9003d578bf2520b188cff2f701097813f31,    Add an experimental option to Glide to avoid hardware Bitmaps until after the first frame.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a77ed9003d578bf2520b188cff2f701097813f31
15,22/04/2020-26/05/2020,May 19 2020,d653fc42efedc0d10bea907fd23ff99856a44ae8,    Update README.md with updated proguard rules,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d653fc42efedc0d10bea907fd23ff99856a44ae8
15,22/04/2020-26/05/2020,May 15 2020,b8ffc23e92edad6c7e62ab7d83e84365ebf2c1e8,    Merge pull request #4214 from chggr:svg-sample,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b8ffc23e92edad6c7e62ab7d83e84365ebf2c1e8
15,22/04/2020-26/05/2020,May 15 2020,a6ef6eae08bebb61e77da8423d30960092c5ae2b,    Merge pull request #4218 from sjudd:fix_duplicate_adds_different_activity_types,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a6ef6eae08bebb61e77da8423d30960092c5ae2b
15,22/04/2020-26/05/2020,May 15 2020,fb57ce913bb1915b540ae1c3c282ec294f147946,    Merge pull request #4217 from sjudd:fix_cronet_min_sdk,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/fb57ce913bb1915b540ae1c3c282ec294f147946
15,22/04/2020-26/05/2020,May 12 2020,940b49b0c03089fe4d34d81ab91d8cb39b32f43b,    Set cronet integration library min sdk to 16,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/940b49b0c03089fe4d34d81ab91d8cb39b32f43b
16,25/03/2020-22/04/2020,Apr 17 2020,1caeff4bf17952c7372acbbbc27297cd06615e5f,    Add mock utility methods for Glide's various builder classes,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1caeff4bf17952c7372acbbbc27297cd06615e5f
16,25/03/2020-22/04/2020,Apr 16 2020,00d8fce1ca3cf6df81ccaba4dbaa77527c681265,    Copybara import of the project:,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/00d8fce1ca3cf6df81ccaba4dbaa77527c681265
16,25/03/2020-22/04/2020,Apr 16 2020,f9095c67a46e65446783feda9ba01341bc591ca3,    Merge pull request #4167 from opayen:master,completed: 1706 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f9095c67a46e65446783feda9ba01341bc591ca3
