NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST DATA,CHANGES LINK
2,21/11/2020-22/11/2020,Nov 22 2020,2f361c245f6387e5f59713632cf3d2f7fef1de8b,    Don't assert about suppressed exceptions in GraalVM (#6441),2870 tests completed, 17 failed, 161 skipped,https://github.com/square/okhttp/commit/2f361c245f6387e5f59713632cf3d2f7fef1de8b
3,20/11/2020-21/11/2020,Nov 20 2020,981a2099c90195a6671723edac638b9c99566101,    Kotlin 1.4.20 (#6341),2870 tests completed, 18 failed, 161 skipped,https://github.com/square/okhttp/commit/981a2099c90195a6671723edac638b9c99566101
