NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
7,18/03/2019-30/05/2019,Apr 25 2019,46f88fe7d1260ded135af8a00f53190c38ff8624,    v3.0.1,completed: 260 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/46f88fe7d1260ded135af8a00f53190c38ff8624
7,18/03/2019-30/05/2019,Apr 17 2019,423c336e8c30e063b0f8f233820f8ec8eaceafaa,    Respect disabled system animations (#1187),completed: 260 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/423c336e8c30e063b0f8f233820f8ec8eaceafaa
7,18/03/2019-30/05/2019,Mar 21 2019,d7e044f21ee2fde0b69dde068f76503aa23fa5a8,    v3.0.0,completed: 260 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/d7e044f21ee2fde0b69dde068f76503aa23fa5a8
8,18/02/2019-18/03/2019,Mar 11 2019,6bf6b8c71e36e6cc7f84ce8da86bc1700768d870,    Added support for gradient fill opacity (#1155),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/6bf6b8c71e36e6cc7f84ce8da86bc1700768d870
8,18/02/2019-18/03/2019,Mar 10 2019,3ef34b8ef6b4ee5df98092c4bb007276d1f586f9,    Added support for dynamic gradient colors (#1153),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/3ef34b8ef6b4ee5df98092c4bb007276d1f586f9
8,18/02/2019-18/03/2019,Mar 10 2019,95978b2e4ea66e72a9432e231794ec4dddddc00e,    [Sample App] Include a default font asset delegate (#1151),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/95978b2e4ea66e72a9432e231794ec4dddddc00e
8,18/02/2019-18/03/2019,Mar 10 2019,be651048a4b74db64cfe75a7fe1cfb6c8df1365b,    Prevent zero scale strokes from drawing (#1149),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/be651048a4b74db64cfe75a7fe1cfb6c8df1365b
8,18/02/2019-18/03/2019,Mar 5 2019,0794b3c46d542eebeb8117528518e470b8d6bd3f,    Add support for multiline text (#1138),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/0794b3c46d542eebeb8117528518e470b8d6bd3f
8,18/02/2019-18/03/2019,Mar 3 2019,080a5daecc3e2a3d183ceba17f390dea4e95f81d,    Added support for inverted intersect masks (#1137),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/080a5daecc3e2a3d183ceba17f390dea4e95f81d
8,18/02/2019-18/03/2019,Feb 24 2019,c15c126a6da9c53c277b67462ae128083215ef1f,    Use idiomatic enum constant naming (#1133),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/c15c126a6da9c53c277b67462ae128083215ef1f
